,Full_Reviews,Ratings
8101,super sound quality worth the money battery is also good thank you Flipkart,5
8102,"product is good but it's base is not good as my expectation..
on the other hand it's price is amazing
and it's build quality is the best
I love Boat
I love Flipkart",5
8103,Nice product among this segment. Works good in iphone. It would be better if length of wire would be little short. Anyway wonder experience and now its my companion.,5
8104,"One of the best product, superb sound quality, bass is great. i got it 899 only this price range this product is mindblowing. 200% better than samsung level u. thank you flipkart.",5
8105,its a good product and battery backup is also very good it lasts longer than 6 hrs to 8 hrs but the bass is not as per specified in product details as super extra bass.,4
8106,Very good product. Good build quality and fits so well in ear. Bass quality gets a special mention. Overall sound quality is also good.,4
8107,Had a great experience.... Really nice product.... Only battery back up is not up to the mark.... Otherwise it's a great product...,5
8108,"headser is good enough considering the price
but So I nd quality could have been better
otherwise built Quality is good enough
and bass is also pretty good",4
8109,"This headset is good compare to other and sound quality good and my experience good with this headset . so,thanks flipkart and boAt.",5
8110,"Great job BoAt. Beautiful sound quality , very balanced sound good for ear. battery backup is also good.
I have already used Sony, level u, jbl but I think 225F is the best on the segment.A little advice to the BoAt that, the battery indicator show the decrease of every 20% I think if the indicator show every 5% decrease of battery that will help for users.",5
8111,"The headphone is working well so far.
It's tangle free and is great for walking and Talking.
It has been a good experience to use it.",5
8112,"writing a review after using 2 weeks, so nice product built with good design less weight , sound quality with deep bass sounds high , battery backup is also good , noise control gives clear call, everything is fine superb ..... best bluetooth speaker with reasonable price .... value for money..... 👌👌👌😊👍.....",5
8113,"its really very good, using this product from 10 days now and I'm a rough user,
1. good sound quality
2. very good battery backup
3. good bass
4. waterproof by the sweat (good for jogging)
5. nice built quality (could have better) at this price,
i posted few pictures from every possible angle so that you can see clearly its built.
overall its worth buying product, i was myself recommend by one of my friend now I'm really very happy with it",4
8114,"Sound quality is the only thing worth appreciating, design wise the earphone hang quite low when not put in tour ear. The ear hooks come off very easily, and are very loose. The overall design is slim & lightweight. It wasn't giving good battery backup since start, and now it has worsened. Not very happy with the product.",3
8115,it is vary efficient product boat rockers really rocks with amazing n fast service with flipkart.....i got this product with just next day i ordered it...🔥🔥🔥🔥🔥,5
8116,Best quality products for low budget. and sound like original.. flipkart devlievry & support always best,5
8117,"Good bass. The sound quality can be improved significantly. Vocals and certain instruments seems to die down in the bass. If you need a headset particularly for music, it would be better to get something else. Build quality is good. Very comfortable and convenient to use.",4
8118,Its awesome . Good sound quality . perfectly fit on ears (if you slightly adjust that extra fitting forward it become more fit).,5
8119,ya...for economical persons it is a good wireless ear phone and also it give 6 to 7 hour battery back up..but earbud need to improve other wise 1400 price range it's best..go for it,5
8120,"Superb Bass Better Than Cinema Hall.....
I Like So Much....
Battry Is 3 Hour At Full Bass And Full Volume Is Some Short Time... But Great And Superb Sound N Bass I LOVE IT😘😍🎤🎵👍",4
8121,"After two weeks of usage :

1. Stylish look and built quality is great.
2. Magnetic attach is helps to avoid slip out from the neck.
3. Protecting your device from sweat.
4. Battery backup was awesome, Almost i have used two days in a single charge.(Not heavy usage).
5. Sound clarity is good but unique sounds are not able to hear properly.
6. Thumping bass.
7. Compare to normal wired headset with boat rockers 255 i felt too heavy and after 2 or 3 hrs usage got pain.
8. Felt pain in ear whil...",3
8122,Works great and fit my needs. Good value for money as I got this in offer for ~1k,5
8123,"Its good, sound quality is beast just awesome oh man that base is boom... In love it... Battery backup is good in this price boat gives 10-11hours its awesome go for it without thinking..",4
8124,awesome for listening don't expect too much for calling have a stable bass and sound is awesome for listening music overall great product from boat.,5
8125,Awesome Product. Nice sound quality and really good bass quality. Perfect value for money. Battery backup is excellent. Go for it. ✌️,5
8126,"Good product!
expectation was made done by this product.
*Good noise cancellation
*Good base
*song sharpness is not good with this
*Product outlook looks Good
*inside ear fixable option is very nice with this including comfortable.
FINALLY HAPPY WITH PRODUCT 💖",4
8127,"Its cool and good product , only thing i dont like that its sound quality could be better 😁",4
8128,i lyk...d quality of the product but as a bass lover i don't really like the sound dat much according to its prize i also have a wired earphone from the same brand and i lov dat but not these bluetooth anyways if ucr a music lover thn dun go for it...but if u r a caller who took lot's of calls thn go for it blindly,4
8129,"Nice earphones good sound quality if the neckband was done away, it would be more convenient to carry and also if the company would have provided the carry pouch would have been more better",5
8130,"The earphone built quality is good and seems durable. I personally found bass on high side than normal and it gives headache on prolonged use. The voice quality is not very satisfactory on calls and the worse is battery suddenly drop down to zero from 60%. For workout, this earphone is great but if you are music enthusiasts like me, don't buy this earphone.",3
8131,"just got the headset. design and build is good in the very first look. my review is after the hands on. i will give detailed review after using it a week or two.
overall satisfied. bass is enough punchy. treble is good too. lets wait for build quality and connectivity review after few days.",5
8132,"Well it works better with smart phones but please don't put any expectations on other devices like laptop or bluetooth pods. Although battery performance is quite good.

Didn't work for me for even 1 year. Don't go for it.",2
8133,very good sound and good bass and battery runs whole day ..you have to charge it daily just like your smartphone,5
8134,"Very nice head phone , good build up quality, battery life is also good, bass of headphones are good quality overall nice headphones.",5
8135,Sound and built quality is awesome. One thing i didn't like about this product is the built design. The cord should have been placed not at the bottom but a little higher like most other bt earphones so that i would be easy to put it on while wearing a collar shirt.,5
8136,"Awesome product in this budget!! it compete Samsung level u, even much better then level u. Awesome sound quality, battery back up is also good !! So don't think & go for it, don't waste your money buying level u in extra price !!",4
8137,"Mic is on the right side, usually it comes in the left side. Battery backup is not as per specification. Other things are good n worth for the money.",4
8138,"I will talk only on negetive points. I have given 1 star less because of 2 reasons. 1) Bluetooth ranges is not so good. If u go out of the room to the adjacent room, the connectivity breaks, which was not in the case of Envent Bluetooth headphone which one also im using. Envent bluetooth headphones bluetooth connectivity is extremely good. 2) I like more booming bass so I bought this product, referring that it has Extra Bass, but this Bass is basic, not Extra Bass.",4
8139,I love the product. I took this product as I wanted to gift this headset to my friend. and she really loved it. thank you boat and Flipkart for this✌️,4
8140,"Highly recommend if bass is what you're looking for. However the sound quality is seriously compromised. Good for a workout, the earphones fit perfectly and noise cancellation is also great. A better sound quality would have made it an incredible product.",3
8141,"review after one month - built quality and sound quality is preety decent, not very great bass(if u r expecting). price wise its good got it under triple digit on Flipkart sell day. But only issue is that you can't expect it to run for more than 6hrs. and if u continue listening music through out the day expect it to run for not more than 4hrs max. otherwise great and i m using it.",4
8142,Awesome product. Well designed. Good battery backup. Nice gadget to use. I am loving it. Thanks to Boat.,5
8143,if you go for high bass sound it's good. But after sometimes you will don't like bass effect everytime. Go for vocal clarity so that voice calls and sound lyrics give you a good feeling.,4
8144,I am using this earphone and I would like to say this is really very good earphones... battery back up is good and sound quality is also good but the bass is not up to the mark,4
8145,"it's been about 5 months now using this product and it's good
sound quality is good
build quality is good
battery is not upto the expectation but overall it's a good product
if u are getting it for 999 buy it",4
8146,"initially was confused within sony 200, jbl and boat. As reviews of boat were much good compared to rest I opted boat. Trust me it's the best one and meets value for money. Best one at this range.Satisfied!!!",5
8147,"Hi Guys ! i am writing this review after using this product fir 3 months.

Proses : 1.Fast Charging ( 30 min) enough for the day.
2. sound Quality is good dont compare with highend product
3. Back is good ( almost 70 calls per day)
4. Fast Connectivity. Max 5 sec.
Cons : 1. Battery dies immediately after low indication.
2. Design is not suitable for long duration ear fitting. starts aching.
3. Not suitable for running & workouts.
4. connectivity problem when mobile is in pocket.",3
8148,well it's been 1 week of using this product and it is undoubtedly the best at this price range.. bass is fantabulous overall a great product,5
8149,"bass is too much, if you don't like extra bass please don't go for it, everything is awesome, battery backup is enough, easily gives 4-5 hours, very light weight, i had used boat bassheads 220 wired headphone, compared to 220 this 255 have more bass...so think before buy whether you need super extra bass or not. if yes then you will love this one very much.",5
8150,"this product is in my hand is worth buying;
I got it fully charged and i played it continuously from 4;55pm and first time it indicated BATTERY LOW @11:49pm.....
Design is not that perfect but yeah no one gives a good design in this much of cost.
Sound quality and bass: it's all premium quality and it's activ NOISE CANCELATION, BASS is perfect...
Overall I loved it. except it's design!!!
worth buying!!!",5
8151,"one liner quote: NOT FOR METAL GENRE
:::::::::::::
*PROS:
1. BEST IN PRICE RANGE
2. GOOD BASS FOR BOLLYWOOD TYPE OF SONGS
*CONS:
1. SOUND MUFFLE
2. AT HIGHER VOLUME QUALITY OF SOUND REDUCE SIGNIFICANTLY
:::::::::::::
RATING ( 1 to 10)
1. BASS :- 7
2. CLARITY :- 6
3. VALUE FOR MONEY :- 10
4. BUILD QUALITY :- 7",3
8152,"Superb Quality...very happy with the sound quality...if u r lover of Bass songs then it is the right choice for you...The bass is awesome... Call quality is good as well... If u compare with noise, mivi, leaf... I will suggest go for Boat...",5
8153,"Amazing quality and value for money. I recommended this product to my friend, he brought already and he is also happy. Great product. Thank you boat",5
8154,"I given 5 star this is awesome sound quality, bass, is very good and battery backup is more than 6 hours. l use 2-2 hour daily then 3rd day I recharge. Overall good bluetooth earphone.",5
8155,"this is best in it's price segment and even competes with costlier ones in few features like build with anti tangle flat cables and battery backup...
stereo is something which comes at a cost , also with xtrabass earphones one can hardly appreciates good stereo effect , so don't expect great stereo though u wont miss it..
i have been using sony mdr xb 55 and airpods and 💀 candy , thing that i don't like about these is that bass is way too much.. even if u set ur equalizer , there's ...",4
8156,Decent.... bass is going is good but voice clarity is average... decent enough to buy not that great,3
8157,"better sound than may house of marley smile jamaica wired earphones.
connectivity and functionality is not smooth as one plus wireless bullets but overall it is best in the price range",4
8158,Well according to price product is good. But couldn't impress me. If you haven't used brands like Skullcandy & JBL go for this else I personally feel Skullcandy is superb.,3
8159,fabulous sound ... amazing battery packup ... really is so good I'm impressed this product love u flipkart,5
8160,This is an awesome product with this price range fully satisfied with my boat. Thank you Flipkart for such a great product,5
8161,"fantastic product... Worth for money.... only one drawbacks is flexible is not good and not comfortable for neck....sound, Bass, Design extraordinary",5
8162,After one month use ..sound quality is best .. just like other top brands .. battery is stable and can play 6-8 hrs ..good buy at this price.,5
8163,"excellent bass, clear sound, you will love it.. made of plastics.. durability not sure.. cable length should be little short.. battery dont know exactly... need to charge everyday atleast 1 hour.. may be we will get 5 hours playback i think..",4
8164,if we set up our equalizer for our convenience this product will be superb. i felt littile bit extra bass. but i ws so happy with this product whn i change my music equalizer as custome. better than i expected.,5
8165,"This is the second best products of boat I am already haveing a boat 200 which has the best sound quality similar to that this is the best Bluetooth earpiece in this budget
The sound quality and bass is superb with 6 hrs battery backup",5
8166,"As proved, boat proved again in manufacturing the best quality headsets, sound was awesome... I compared Bluetooth versions of JBL e25bt with boat rockerz 255- can be slightly differentiated. But when both of them compared with Boat wired 225 and senheiser earphones- they are the beasts in delivering quality sound with minute notes clearly... So as far as my usage till now... can be purchased in this price range with good battery backup and good quality sound.... can go for it...
Best headset...",5
8167,beautiful product and its user friendly. main thing is the bluetooth connectivity range is less. other than that excellent product. worth for the cost. good product from boat,5
8168,It’s an awesome experience so far I bought 2 and gifted to my friend. Worth buying it and super fast delivery from Flipkart,5
8169,nice product doing quality good bass also good but not perfect to play pubg,4
8170,"Nice headphones, great to use and easy interface. Fulfils the demands of listening music on the go as it has good insulation to external sounds.",4
8171,best headphones for me I gifted to my friend and review was fantastic personally I also used for some time it sound me good,5
8172,"Good for Around 1k , and it is resist for 1year or more Nice better compare to skull candy in terms of built quality",3
8173,"build quality was not good enough, because the one side speaker is not working after few months. it's battery backup was also not up to the standard. it's only works fine on the beginning months only. after that it is useless. and not good to the standard of BOAT.",2
8174,"after using this earphone I can surely tell you that sound quality crystal clear but bass varies with device you are using.some device will give higher bass but overall bass is good.In my phone not that high bass perfectly balanced with treble even in 100% volume no distortion.build quality is awesome and battery backup also nice.bluetooth range also good and noice cancellation good enough at this price.
MY OVERALL RATING-
sound quality-4.8
Bass-4.2
Connectivity-3.8
Noise cancellation-3.8
Bat...",5
8175,"Excellent build quality. Better than mi neckband earphone. Super dynamic bass, good buletooth range, crystal clear sound. Value for money",5
8176,"After using this product about one month I m writing this review . This is very good , affordable and fabulous products by boat . Go for it",5
8177,"- Bass is good but overall sound quality is not good. Generally songs sound much better in my 400 bucks 3.5mm earphone than this.
- Build quality is decent, not cheap.
- Bluetooth is not good, there is frequent noise sometimes when I am walking and phone is just in my pocket.
- Battery keeps discharging very fast.

Recommendation: Do not buy. Not worth it!",3
8178,"this is an honest review , the sound quality is v good but the problem is that it hurts the ear and u cant put it in ur ear for longer time...although the product is good but not comfortable for ears and battery backup is very gud",3
8179,"comfortable in ears, great bass quality, good connectivity, all together a great package.. love the color contrast... thank you Ekart for a fast delivery",5
8180,"actually not good when compared to Boult headphones for some songs it will get resound , but built quality is good when compared with Boult earphones .",3
8181,tooo gud product as the they everything is working as like that. and if u play hd songs u I'll feel the sound clarity and bass. awesome product value for money,5
8182,"Nice Product..sound quality good ,on full volume its louder...bass up to mark..build quality superb.. great battery backup.. perfect fits in ear.. Bluetooth connectivity slightly poor in local or metros...Not highly recommending but recommending ,because in this price range (1049) that's the good product.",4
8183,"it aasam...
it is really very good.
light weight when you plug in your ears you don't feel something in your ears.
I m so happy with this...
but connectivity is not very good..
good hai.
but not much good like music quality.",5
8184,sounds is excellent.. very deep bass... you can also feel each and every beat even in a low volume.. battery life is OK.. not soo good not soo bad.. if you use this in a low volume then the battery life will increase.. overall it's a very good product in this price,5
8185,boat rockerz are amazing and also amazing was courier boy very fast and secure delaivary please give them a special point for the courier boy,5
8186,Trust me it's the Best Bluetooth headset i ever heard......much better than mivi thunder beats...... sound quality is perfect and bass is just awesome......I feel very lucky to have product like this.......5/5......Design is also good,5
8187,The product is good. As it’s neck back is also smooth and finishes nicely so that it’s doesn’t feel uncomfortable. The bass sound is also good the connection is also good. So overall a good product at this price of segment.,4
8188,Its awsome and very good product from boat. sound quality and bass sound is extremely class quality. you will enjoy the music nd movies. bettery back up is also very good .. upto 8 to 9 hour.,5
8189,perfect earphones @ this range...... durable .....and like always Flipkart is the BOSS... thank you Flipkart,5
8190,"it is very good product! nice audio quality, but not better than 600 rs boat wired earphones. battery backup is good , connectivity is outstanding!",5
8191,"Just got this pair, and i can't say ""Woah!!!"".

It sits perfectly on the neck, fits nicely in the ear and connects fast with a voice notification.
Sound is good. If we go deeper, i had a Bose, a Sony, a Skullcandy, a Sennheiser, a JBL, an Audio Technica and even a bigger Boat before. So compared to all those it stands at the bottom.
But the good thing, it delivers good bass for an in-ear type, but i feel the treble is horrible, but you can tweak it with the Equalizer.
Also it is really ve...",4
8192,very good very super product I'm very happy sound quality very super bass and triblil very good I'm very happy,5
8193,"Superb Quality & look also Bass is nice but not very good .. battery backup is regular upto 4 to 5 hrs...all over is fine but packaging of flipkart is not good, also Delivery time is too long but it take upto 7 days but afterthat it's Good Product all over 4.6 out of 5.0",4
8194,best in this price and good backup & super bass as said. but design is not so good.,5
8195,"I got it for 1k from flipkart.this device is very good..I like it.design and build quality is good but bass quality is normal..it will be very good if there bass quality is improve like boat base head 225..
and other one problem I face every time,when I using this device extra noise is very distarb me..and I am satisfied this buttery backup.last think is this device can not covered little bit more distance.",4
8196,"when this product came in my hand I was slightly in doubt about the sound quality because the product is not so much costly However I trust on Flipkart and put earphones in my ears after closing my eyes and what was that I would like to share ....
1.The sound quality was initially ok but later I feel it has a very good sound quality
2. This product has deep base I tested it
3. Sometimes u feel that treble is too high but it is ok
4. Product is not over pricing value for money
5. Build quali...",5
8197,Very Good Product at this price range. I’m satisfied with it. Bass is good. There’s clarity too. Battery back up is good. You get to hear for about 5 hours if you listen continuously. Overall good product.,5
8198,Its a nice product by boat best buy at this price it does satisfy rather fulfils the given specifications beautifully,4
8199,Its really awsum with colour and light in weight and very flexible but when we talk about sound quality it is also amazing but the bass is quite low and average... Overall good but iphone earphones are much better still,5
8200,Nice in ear headphone ......built quality and sound output is nice . in the price tag of 1100 great deal and great purchase.....,5
8201,"i bought it for 1049/- and using this for last 5 days..
well built, light weight, easy on the ear and fits well, only the cables could have been a bit more flexible.
sound quality is pretty good with e tendency towards bass, but has well balanced high and mid tones..
battery backup isn't bad, gives 6 hours easily with 70 to 80% volume and charges fully within 2 hours..
bluetooth range is also acceptable..
the calling also usable, the volume is a bit low, in noisy area the caller sometimes has...",4
8202,"Connectivity is little bit weak(indoor), outdoor connectivity is very good and need minor improvement in sound clarity , @999 a very good purchase.",4
8203,"this product is awesome and look awesome and sound good... but on .. off button is not good ..
one button control is on or ... off is not good ..
,👍",3
8204,"product is good but whenever you connect to laptop via Bluetooth the laptops key sometimes does not work properly, when I disconnected to see if earphone is causing the issue, the laptop worked properly
else the product is good",4
8205,"If you are thinking to purchase wireless earphones then I recommend you to buy it
because it's a Fabulous product which gives you the best at very low price",5
8206,Its good bass.. And voice clarity is good i love it,4
8207,"Sound is good not great in this price range, bass is fine 👍 but battery backup is not good max 5 hrs on full charge, i have purchased Flipkart smartbuy wiered earphones at ₹699 which is equivalent to this one only the bass is little extra rest ok",4
8208,"best wireless earphone at this price range, decent battery backup, the build is good, and the wireless connectivity range is quite good. u can keep ur phone at a table and can do ur other work while listening song or taking on phone call.",5
8209,Well speaking about the music quality its superb.. Bass is awesome and the audio clarity is good.but the call quality is not good and sometimes you have to speak louder in order to be clear to the other person.. Plz fix this issue.. Apart from that its a excellent product under this price range..,4
8210,"Pros:

- Great sound qualiy.
- Amazing Bass.
- Earbuds are comfortable to wear.
- Additional magnet is a plus.
- Controls are good.
- Noise cancellation is quite good.
- Battery backup is quite good.

Cons:

- Mic quality is not good. You voice is not audible clearly while talking.
- Build quality is not that good. Neck band and earphone cable is very thin. The quality could have enhanced.",5
8211,"Battery backup is good .
With too much base and good noise cancellation you can't enjoy the voice BT u ll surely enjoy the music .
it's convenient to use
price is high",4
8212,"nice product.build quality is good,bass and beats are excellent....while in call sound is good and audible clearly but when the phone is in other room or any obstructions in between voice is breaking when we are in 10 meters radius also... reaming all good.
thanks to BoAt company for the product and flipkart for in time delivery",5
8213,superb product by boat and awesome bass supersonic sound and clear music.............i have used JBL bluetooth Headphones on ear and in ear and Earphones also but this is in Competition now...........Super............again...........Thank you.........Flipkart.........and.........boat for this Amazing product,5
8214,"The sound clarity is not that great. Given I've been using Sennheissr CX814 for the last 3 years, the difference in the clarity seems more prominent to me. Not very good for classical and heavy metal listeners. The bass is also average.
Fits wells in your ears and looks very trendy. The flat cables dont get entangled and that's a plus point if you dont treat your earphones like a little princess.",4
8215,It's excellent at this price but you can't play pubg with it. if you want to buy for pubg I recommend you not to buy. Otherwise go and grab it. It is the best product under 2k,4
8216,awesome as usual....I recommended for my sir......he is so happy with this.....this one is my 5th purchase thank u boat.....thank u Flipkart for always giving it on 999.....,5
8217,Very nice bluetooth headphone. Sound quality is very good and bass is much better than any other headphonw in this range. Cool deagin and easy to fir in ear. Happy with the product. On time delivery. Thanks to flipkart delivery service.,4
8218,"in this range it is a mind-blowing deal , buy it without any second thought in terms'of sound quality bass is little high but it's okay maybe I don't like high bass that why but overall really good built quality is also good and battery backup is also good.",5
8219,"If u bass lover then u really like it. Amazing sounds quality and also have very good built quality but when u put phone and headphones volume at 100% u get a little bit issues with sound overall worth to buy it.Its really value for money
Flipkart also have very good packing and really fast delivery",5
8220,"just received it today and using it whole day.. overall experience is good.. light weighed, perfect sound, good connectivity, battery back up is also very good till now.. got it in 949/- ;D.. value for money.. go for it",5
8221,I am KOushik Hazra. from bipratikuri pin-731303...I received Boat Rockerz 255f .Itzz sound is amazing with extra Bass..BAttry Backup is superb ..sound quality is better than better...i suggest this bluetooth headphone charge on pc and laptop.....not use adpater...,5
8222,Pretty awesome bass and good battery life. Cool looks.,5
8223,u cnt get anything better at this price range i must admit .. i have used almost all headphone brands like skullcandy jbl etc etc bt didnt got anything like this ..superb and mind-blowing bass..its specialy for the bass lovers..like me .. go for it dnt think twice..superb batery backup .. nice connectivity..having all features like volume control..nxt previous song changing on the headphone itself..,5
8224,"I bought this for my boyfriend birthday he really happy with this product he loved the sound... Totally good product I bought this at 2,399/-",5
8225,good in this price range good bass as well and very good for handling Bluetooth connectivity is good tried my Redmi 6 mobile,4
8226,easy to handle and good sound and good build quality. and good battery life on calls..,5
8227,05.08.2019 Receive this products very fast delever by flipkart sound quality good baas is good awesome product. I believe boat product..,5
8228,very nice product and good sound and clarity is very nice and best qeality,5
8229,"sound quality is good but not great , battery backup good , vocals not clearly , bass was good",3
8230,Sound quality is good nice product but battery backup is nt gud and amazing design i like it. 😎😍😘👍👍,5
8231,"very good must buy don't go other Bluetooth earphones it is really good earphones ,I did comparison of Samsung level u vs boat rockers 225
boat rockers sound is better than level u ,really trust my review ,but I got this product Big Billion Day At rs 999",5
8232,Got it for 1399 so that's why 5 star. The quality is good and if you have used BOAT'S earphones then it's nice decent piece to buy.,5
8233,"Amazing!!! Purchase
Bass is like just 'WoW'
Fits perfectly fine into the ear
sound clarity is awesome",5
8234,"Pretty solid product! The battery lasts easily for a day, and the bass is pretty strong. As for range, I didn't feel any problem or any disconnection, it works smoothly. 10/10 product.",5
8235,"worth for the price. really beautiful for jog , run and workouts,, the best the about this is it looks really sporty.",5
8236,"48 hours battery backup is extraordinary. super dynamic bass, surround music also soft to ears. design is very comfortable easy to use. best thing is it can be pair with two devices. i am using with my two handsets. very good product. recommend to all.",5
8237,not a good bass for bass lover but although product is good one to purchase battery life is good can work upto approx 4 hrs .,3
8238,"More attractive than the image.. Loved it nd Its been months , the only thing Is battery.. It only last 6hours.. But all around Ill recommend this product",5
8239,superb well responds to all frequency and we can use it for long time. i love it .....,5
8240,Awesome fit great sound effect battery back also awesome call quality very good this is amazing product in this price,5
8241,"Good quality product with better performance, sound quality is good but maximum sound have a limit. Major point in my view is incoming callers cannot be identified through voice command. To know the Caller we have to see the phone",3
8242,"First of all, the sound quality is great .The bass is punchy, crisp and clear. Battery back is a little under my expectation.It lasts like 5to6 hrs or something. Build quality could have been improved because i feel the cables little bit fragile.But its good. Worth buying it!",5
8243,Super earphone. it doesnt work properly with my Realme Pro2. the range is very less with this phone. otherwise this is perfect with Samsung and Motorola. go 4 it. recommendable.,4
8244,"head phone is very good but in ear ,is not fitting properly...overall it's a bass lover headphone i liked lit..",4
8245,"Hi,

I bought this as a birthday gift to my friend..it has excellent battery backups, with perfect sound quality. I love the redium green color. worth it...Must Buy",4
8246,"It has been one week since I am using this headset, it is working fine superb product. Connectivity is awesome, sound crispness is less. So better adjust it in the equaliser of your respective music players. Battery backup is not that much, but anyway it is okay for this price.",4
8247,This thing is insane.Trust me....with an absolute awesome sound and bass and the battery back is also good it is getting like more than 6 hrs in a single charge.Just go for it.,5
8248,nice nd bass is awsm in this price...no one can beat this under this price even its good enough if u compare with jbl which costs 4k....,5
8249,"this is a brilliant headset... the audio quality it produces is awesome.. however, there is a slight issue.. if u keep your phone in the pocket, there is slight distortion... even on call.. the bluetooth range is awesome.. it surpasses walls as well to a certain extent.. but still it doesn't quite reach the phone in your pocket.. however, if u hold the phone in your hand or keep it at a certain distance, the connectivity is next to none! I would recommend this one for audio quality and n...",4
8250,Excellent bass and good sound quality battery backup also good upto 8hrs playing songs continuously... Only for phone/standby 2 days... Design quality good neckband pretty disappointed...overall rating 4/5,4
8251,"Pros:

1) Excellent build quality.
2) Good battery back up. but i feel that once it reached 60% it suddenly decreases.
3) Nice bass
4) Excellently comfortable to wear.U wont even know its there. its all i ever wanted.

Cons:

1) At high volume, the sound and bass becomes a little irritating.
2) Poor noise reduction.
3) When im hearing a song, if i sometimes touch the wire, the song breaks up.

So it could be improved",5
8252,"Nice product by boat .. sound is clear an sweet ,bass is perfect . Everything is okk but i'm facing some adjustment problem ,",4
8253,"super fast delivery from flipkart, thanks flipkart for this and great discounts. product is really superb. i loved it.",5
8254,superb clarity exclusive products from boat is no1 brand super super super duper plllllllls purchase in prime day then price is 1300rs superb,4
8255,"Product is good according to description, sound qualities is appreciable at this price level. But no recommended for longer usage, after sometime it will start paining. Also in description pouch is mentioned, but no pouch is provided.",4
8256,Awesome product by boat sound quality and clearly is amazing such a nice product with flipkart fast delivery 👌👌👌😍😍,4
8257,It is not good for clear conversation.to talk any one other wise it is perfect without bass sound.,2
8258,"Lovely Bass,
voice while two wheels driving not clear but if use closed helmet okay.
Battery back up is good
some time it discount automatically and than it will connect",4
8259,good quality sound ... definitely go for it ... but who love music like hell .. don't go for it ... get wired earphones... Bluetooth earphones doest have that crisp sound which is in wired earphones... I have tried few Bluetooth earphones ... I didn't liked it at all,3
8260,totally Worth of money... superb bass clear sound quality and awesome look.,5
8261,"This earphone has brilliant bass and sound quality. It feels like listening on the headset. No issue in connectivity or anything like that.
battery backup is good around 10 hrs on standby or almost 5 hrs of music playback.

One concern is regarding the call quality. Its good in closed places but in outdoor calling voice is not that good for the recipient.
But, Overall a excellent Product when I bought for 999 in recent sale.",5
8262,Got it for 1299 . fast delivery. Good clarity of sound and Bass good. Value for money,4
8263,Nice one but one problem is about cellular call quality. The call quality is very poor. I couldn't hear something while calling. If your priority is listening music just go for it. Bass and trouble is very balanced and i heard music more than 2 hours continuously but didn't get any problem. If you are the person with lots of calling purpose never buy this u will regret. The battery is pretty decent i get more than 6 hours with mid volume.,4
8264,"voice is good but the battery is too less, it works for good 4 hours not more than that.. when a Bluetooth headset needs again and again charging, it certainly is not a good thing, should have taken the one with long battery.",2
8265,very nice Bluetooth headset...good bass good sound good calling and very good battery backup 😝,5
8266,"Good earphone at thik Price
Sound quality is Awesome
& Look is to good

Best Features this earphone it's waterproof
we enjoyed song's in Rain.😊",5
8267,"yes really it's very great product, voice also too good when ever u get call. and ear buds also good posture desine so it's fit perfect... and battery backup good...totally I am satisfied this product and thanq Flipkart",5
8268,"Great sound & bass quality,love to hear my favorite tracks on it.Colour as i ordered..thanks flipkart for fast delivery📮.Thanks a lot to flipkart & boat !!",5
8269,very good product only one thing that is the wire is to long so make it short like Samsung Bluetooth the product is too good,5
8270,as per my opinion I would bass could be enhanced more and sound quality is good not best build quality is also good but not best iwould recommend you buy only at the time of sale ......,4
8271,"Decent earphones, best in the price range ( I got it for 999)
Pros:
>good sound quality.
>fits perfectly.
>good playback time.

Cons:
>There is a static sound when I connect it to laptop.(you get used to it)
>not the best for working out imo as it tends to fall of if you lying on your back.
>Unusual length for my liking.
>Bass is a bit too much for me. I have to use an equalizer to lower the low frequencies.
>Not suitable for competitive gaming as there is a slight but noticeable delay w...",4
8272,very easy to use and very comfortable with great sound quality and bass.. the only thing I noticed that at the full volume the high pich really hurts the ear but it is controllable just by lowering down the volume... so overall it's a good product in the market...,4
8273,"the bass is awesome
the mids are moderate
the sound is also very loud
it's fit on the ear perfectly
Cons:
no matter the quality of the sound is very good which the boat is known for
but the only issue is the build quality in the same price its competitors are providing a great build .
So in my opinion the build could been better",5
8274,Delivery is not satisfied it takes 4 days to come..and product quality is good but need more improvements in sound quality..But it is worth for that price..so I recommend that to buy this one because of low price and good sound as I satisfied with it.,4
8275,"hey, I'm just d person like u, who goes through d ratings to find d ryt product. don't think anymore this is d best in d market in diz price range. gud luking comfortable and h8gh sound quality n bass ij product",5
8276,"wow wow wow
close your eyes and buy it
i always used boat earphones,headphones coz service is awesome
this earphone is looking cool
voice very clear when i talk
battery backup awesome
bass very good
i drop this earphone in the water there is no prblm
too light weight
put thus in your pocket Easley
light in weight
u cant feel that u have a earphone in your neck
i love it go for it",5
8277,"sound quality is really good at this price point...previously I used many earphone including apple earphones so I have little bit o knowledge about high tones,mid tones and other stuffs..hightones are really good considering at the price point..midtone is slightly repressed due to the bass...instrumental sound is very clear bt vocal is average....overall sound quality good...u cant expect much more at this price point...bluetooth range is average...I got it 949...",5
8278,great product in this budget ....sound quality good and bass good .this is my first product through flipkart and good experience to me ...flipkart delivery on time..thanks flipkart..,5
8279,Excellent for listening to music. Not that good for calling. Battery indicator not good stays at 80℅ and them shuts off due to low battery,4
8280,amazing headphone with clarity in sound both music and calling. I recommend for sports activities as I feel no problem in running with it as it's light weight and comfortable. I got good deal.999..,5
